id,value,room,order,order_common,family,family_common
house.bed.Coleoptera (beetles).Cupedidae (reticulated beetles),1,bed,Coleoptera,beetles,Cupedidae,reticulated beetles
house.bed.Coleoptera (beetles).Curculionidae (snout & bark beetles),28,bed,Coleoptera,beetles,Curculionidae,snout & bark beetles
house.bed.Coleoptera (beetles).Dermestidae (carpet beetles),167,bed,Coleoptera,beetles,Dermestidae,carpet beetles
house.bed.Coleoptera (beetles).Elateridae (click beetles),29,bed,Coleoptera,beetles,Elateridae,click beetles
house.bed.Coleoptera (beetles).Erotylidae (pleasing fungus beetles),2,bed,Coleoptera,beetles,Erotylidae,pleasing fungus beetles
house.bed.Coleoptera (beetles).Eucinetidae (plate-thigh beetles),1,bed,Coleoptera,beetles,Eucinetidae,plate-thigh beetles
house.bed.Coleoptera (beetles).Histeridae (clown beetles),1,bed,Coleoptera,beetles,Histeridae,clown beetles
house.bed.Coleoptera (beetles).Lampyridae (fireflies),2,bed,Coleoptera,beetles,Lampyridae,fireflies
house.bed.Coleoptera (beetles).Latridiidae (minute brown scavenger beetles),11,bed,Coleoptera,beetles,Latridiidae,minute brown scavenger beetles
house.bed.Coleoptera (beetles).Lucanidae (stag beetles),1,bed,Coleoptera,beetles,Lucanidae,stag beetles
house.bed.Coleoptera (beetles).Lycidae (net-winged beetles),1,bed,Coleoptera,beetles,Lycidae,net-winged beetles
house.bed.Coleoptera (beetles).Melyridae (soft winged flower beetles),5,bed,Coleoptera,beetles,Melyridae,soft winged flower beetles
house.bed.Coleoptera (beetles).Monotomidae (root-eating beetles),2,bed,Coleoptera,beetles,Monotomidae,root-eating beetles
house.bed.Coleoptera (beetles).Mordellidae (tumbling flower beetles),5,bed,Coleoptera,beetles,Mordellidae,tumbling flower beetles
house.bed.Coleoptera (beetles).Mycetophagidae (hairy fungus beetles),4,bed,Coleoptera,beetles,Mycetophagidae,hairy fungus beetles
house.bed.Coleoptera (beetles).Nitidulidae (sap beetles),4,bed,Coleoptera,beetles,Nitidulidae,sap beetles
house.bed.Coleoptera (beetles).Phalacridae (shining flower beetles),1,bed,Coleoptera,beetles,Phalacridae,shining flower beetles
house.bed.Coleoptera (beetles).Ptilodactylidae (toe winged beetles),11,bed,Coleoptera,beetles,Ptilodactylidae,toe winged beetles
house.bed.Coleoptera (beetles).Scarabaeidae (scarab beetles),19,bed,Coleoptera,beetles,Scarabaeidae,scarab beetles
house.bed.Coleoptera (beetles).Scirtidae (marsh beetles),2,bed,Coleoptera,beetles,Scirtidae,marsh beetles
house.bed.Coleoptera (beetles).Scraptiidae (false flower beetles),3,bed,Coleoptera,beetles,Scraptiidae,false flower beetles
house.bed.Coleoptera (beetles).Scydmaenidae (ant like stone beetles),1,bed,Coleoptera,beetles,Scydmaenidae,ant like stone beetles
house.bed.Coleoptera (beetles).Silvanidae (flat bark beetles),9,bed,Coleoptera,beetles,Silvanidae,flat bark beetles
house.bed.Coleoptera (beetles).Staphylinidae (rove beetles),8,bed,Coleoptera,beetles,Staphylinidae,rove beetles
house.bed.Coleoptera (beetles).Tenebrionidae (darkling beetles),27,bed,Coleoptera,beetles,Tenebrionidae,darkling beetles
house.bed.Coleoptera (beetles).Throscidae (false metallic wood boring beetles),3,bed,Coleoptera,beetles,Throscidae,false metallic wood boring beetles
house.bed.Coleoptera (beetles).Trogossitidae (bark gnawing beetles),1,bed,Coleoptera,beetles,Trogossitidae,bark gnawing beetles
house.bed.Coleoptera (beetles).Un ID family,8,bed,Coleoptera,beetles,Un ID family,
house.bed.Coleoptera (beetles).Zopheridae (ironclad beetles),4,bed,Coleoptera,beetles,Zopheridae,ironclad beetles
house.bed.Collembola (springtails),,bed,Collembola,springtails,,
house.bed.Collembola (springtails).Entomobryidae (slender springtails),33,bed,Collembola,springtails,Entomobryidae,slender springtails
house.bed.Collembola (springtails).Hypogastruridae (springtails),2,bed,Collembola,springtails,Hypogastruridae,springtails
house.bed.Collembola (springtails).Sminthuridae (globular springtails),1,bed,Collembola,springtails,Sminthuridae,globular springtails
house.bed.Collembola (springtails).Tomoceridae (elongate bodied springtails),7,bed,Collembola,springtails,Tomoceridae,elongate bodied springtails
house.bed.Dermaptera (earwigs),,bed,Dermaptera,earwigs,,
house.bed.Dermaptera (earwigs).Anisolabididae (earwigs),4,bed,Dermaptera,earwigs,Anisolabididae,earwigs
house.bed.Dermaptera (earwigs).Forficulidae (earwigs),5,bed,Dermaptera,earwigs,Forficulidae,earwigs
house.bed.Dermaptera (earwigs).Un ID family,1,bed,Dermaptera,earwigs,Un ID family,
house.bed.Diptera (flies),,bed,Diptera,flies,,
house.bed.Diptera (flies).Agromyzidae (leaf miner flies),1,bed,Diptera,flies,Agromyzidae,leaf miner flies
house.bed.Diptera (flies).Anisopodidae (wood gnats),1,bed,Diptera,flies,Anisopodidae,wood gnats
house.bed.Diptera (flies).Anthomyiidae (root maggot flies),2,bed,Diptera,flies,Anthomyiidae,root maggot flies
"house.bed.Diptera (flies).Bibionidae (march flies, lovebugs)",8,bed,Diptera,flies,Bibionidae,"march flies, lovebugs"
house.bed.Diptera (flies).Calliphoridae (blow flies),12,bed,Diptera,flies,Calliphoridae,blow flies
house.bed.Diptera (flies).Cecidomyiidae (gall midges),95,bed,Diptera,flies,Cecidomyiidae,gall midges
house.bed.Diptera (flies).Ceratopogonidae (biting midges),20,bed,Diptera,flies,Ceratopogonidae,biting midges
house.bed.Diptera (flies).Chaoboridae (phantom midges),4,bed,Diptera,flies,Chaoboridae,phantom midges
house.bed.Diptera (flies).Chironomidae (non biting midges),48,bed,Diptera,flies,Chironomidae,non biting midges
house.bed.Diptera (flies).Chloropidae (frit flies),5,bed,Diptera,flies,Chloropidae,frit flies
house.bed.Diptera (flies).Culicidae (mosquitoes),47,bed,Diptera,flies,Culicidae,mosquitoes
house.bed.Diptera (flies).Dolichopodidae (longlegged flies),9,bed,Diptera,flies,Dolichopodidae,longlegged flies
"house.bed.Diptera (flies).Drosophilidae (fruit flies, vinegar flies)",34,bed,Diptera,flies,Drosophilidae,"fruit flies, vinegar flies"
house.bed.Diptera (flies).Empididae (dance flies),2,bed,Diptera,flies,Empididae,dance flies
house.bed.Diptera (flies).Fanniidae (Calyptrate flies),1,bed,Diptera,flies,Fanniidae,Calyptrate flies
house.bed.Diptera (flies).Lauxaniidae (acalyptrate flies),2,bed,Diptera,flies,Lauxaniidae,acalyptrate flies
house.bed.Diptera (flies).Lonchopteridae (pointed-winged flies),1,bed,Diptera,flies,Lonchopteridae,pointed-winged flies
house.bed.Diptera (flies).Milichiidae (freeloader flies),3,bed,Diptera,flies,Milichiidae,freeloader flies
house.bed.Diptera (flies).Muscidae (house flies),10,bed,Diptera,flies,Muscidae,house flies
house.bed.Diptera (flies).Mycetophilidae (fungus gnats),48,bed,Diptera,flies,Mycetophilidae,fungus gnats
house.bed.Diptera (flies).Phoridae (scuttle flies),42,bed,Diptera,flies,Phoridae,scuttle flies
house.bed.Diptera (flies).Psychodidae (sand & moth flies),46,bed,Diptera,flies,Psychodidae,sand & moth flies
house.bed.Diptera (flies).Rhinophoridae (woodlouse flies),1,bed,Diptera,flies,Rhinophoridae,woodlouse flies
house.bed.Diptera (flies).Sarcophagidae (flesh flies),7,bed,Diptera,flies,Sarcophagidae,flesh flies
house.bed.Diptera (flies).Scatopsidae (minute black scavenger flies),7,bed,Diptera,flies,Scatopsidae,minute black scavenger flies
house.bed.Diptera (flies).Sciaridae (dark winged fungus gnats),168,bed,Diptera,flies,Sciaridae,dark winged fungus gnats
house.bed.Diptera (flies).Sphaeroceridae (lesser dung flies),4,bed,Diptera,flies,Sphaeroceridae,lesser dung flies
house.bed.Diptera (flies).Stratiomyidae (soldier flies),1,bed,Diptera,flies,Stratiomyidae,soldier flies
"house.bed.Diptera (flies).Tabanidae (horse flies, deer flies)",1,bed,Diptera,flies,Tabanidae,"horse flies, deer flies"
house.bed.Diptera (flies).Tachinidae (Tachina flies),3,bed,Diptera,flies,Tachinidae,Tachina flies
house.bed.Diptera (flies).Tipulidae (large crane flies),41,bed,Diptera,flies,Tipulidae,large crane flies
house.bed.Diptera (flies).Trichoceridae (winter crane flies),3,bed,Diptera,flies,Trichoceridae,winter crane flies
house.bed.Diptera (flies).Un ID family,6,bed,Diptera,flies,Un ID family,
house.bed.Hemiptera (true bugs),,bed,Hemiptera,true bugs,,
house.bed.Hemiptera (true bugs).Alydidae (broad-headed bugs),1,bed,Hemiptera,true bugs,Alydidae,broad-headed bugs
house.bed.Hemiptera (true bugs).Anisolabididae (earwigs),1,bed,Hemiptera,true bugs,Anisolabididae,earwigs
house.bed.Hemiptera (true bugs).Anthocoridae (minute pirate bugs),9,bed,Hemiptera,true bugs,Anthocoridae,minute pirate bugs
house.bed.Hemiptera (true bugs).Aphididae (aphids),10,bed,Hemiptera,true bugs,Aphididae,aphids
house.bed.Hemiptera (true bugs).Blissidae (true bugs),1,bed,Hemiptera,true bugs,Blissidae,true bugs
house.bed.Hemiptera (true bugs).Cicadellidae (leafhoppers),32,bed,Hemiptera,true bugs,Cicadellidae,leafhoppers
house.bed.Hemiptera (true bugs).Cixiidae (cixiid planthoppers),1,bed,Hemiptera,true bugs,Cixiidae,cixiid planthoppers
house.bed.Hemiptera (true bugs).Coreidae (leaf-footed bugs),2,bed,Hemiptera,true bugs,Coreidae,leaf-footed bugs
house.bed.Hemiptera (true bugs).Cydnidae (burrowing bugs),3,bed,Hemiptera,true bugs,Cydnidae,burrowing bugs
house.bed.Hemiptera (true bugs).Delphacidae (Delphacid planthoppers),1,bed,Hemiptera,true bugs,Delphacidae,Delphacid planthoppers
house.bed.Hemiptera (true bugs).Lygaeidae (seed bugs),2,bed,Hemiptera,true bugs,Lygaeidae,seed bugs
house.bed.Hemiptera (true bugs).Membracidae (treehoppers),1,bed,Hemiptera,true bugs,Membracidae,treehoppers
house.bed.Hemiptera (true bugs).Miridae (plant bugs),9,bed,Hemiptera,true bugs,Miridae,plant bugs
house.bed.Hemiptera (true bugs).Pentatomidae (stink bugs),6,bed,Hemiptera,true bugs,Pentatomidae,stink bugs
house.bed.Hemiptera (true bugs).Platygastridae (parasitic wasps),2,bed,Hemiptera,true bugs,Platygastridae,parasitic wasps
house.bed.Hemiptera (true bugs).Reduviidae (assassin bugs),3,bed,Hemiptera,true bugs,Reduviidae,assassin bugs
house.bed.Hemiptera (true bugs).Rhyparochromidae (dirt colored seed bugs),3,bed,Hemiptera,true bugs,Rhyparochromidae,dirt colored seed bugs
house.bed.Hemiptera (true bugs).Tingidae (lace bugs),2,bed,Hemiptera,true bugs,Tingidae,lace bugs
house.bed.Hemiptera (true bugs).Un ID family,2,bed,Hemiptera,true bugs,Un ID family,
"house.bed.Hymenoptera (bees, wasps, ants)",,bed,Hymenoptera,"bees, wasps, ants",,
"house.bed.Hymenoptera (bees, wasps, ants).Anthophila (Apoidea) (bees)",1,bed,Hymenoptera,"bees, wasps, ants",Anthophila,Apoidea
"house.bed.Hymenoptera (bees, wasps, ants).Aphelinidae (chalcid wasp)",1,bed,Hymenoptera,"bees, wasps, ants",Aphelinidae,chalcid wasp
"house.bed.Hymenoptera (bees, wasps, ants).Bethylidae (cuckoo wasps)",5,bed,Hymenoptera,"bees, wasps, ants",Bethylidae,cuckoo wasps
"house.bed.Hymenoptera (bees, wasps, ants).Braconidae (parasitoid wasps)",15,bed,Hymenoptera,"bees, wasps, ants",Braconidae,parasitoid wasps
"house.bed.Hymenoptera (bees, wasps, ants).Chalcididae (Chalcid wasps)",3,bed,Hymenoptera,"bees, wasps, ants",Chalcididae,Chalcid wasps
"house.bed.Hymenoptera (bees, wasps, ants).Chrysididae (cuckoo wasps)",1,bed,Hymenoptera,"bees, wasps, ants",Chrysididae,cuckoo wasps
"house.bed.Hymenoptera (bees, wasps, ants).Diapriidae (parasitic wasps)",2,bed,Hymenoptera,"bees, wasps, ants",Diapriidae,parasitic wasps
"house.bed.Hymenoptera (bees, wasps, ants).Encyrtidae (chalcid wasps)",1,bed,Hymenoptera,"bees, wasps, ants",Encyrtidae,chalcid wasps
"house.bed.Hymenoptera (bees, wasps, ants).Encyrtidae (Chalcid wasps)",3,bed,Hymenoptera,"bees, wasps, ants",Encyrtidae,Chalcid wasps
"house.bed.Hymenoptera (bees, wasps, ants).Eulophidae (chalcid wasps)",29,bed,Hymenoptera,"bees, wasps, ants",Eulophidae,chalcid wasps
"house.bed.Hymenoptera (bees, wasps, ants).Formicidae (ants)",236,bed,Hymenoptera,"bees, wasps, ants",Formicidae,ants
"house.bed.Hymenoptera (bees, wasps, ants).Ichneumonidae (scorpion wasps)",8,bed,Hymenoptera,"bees, wasps, ants",Ichneumonidae,scorpion wasps
"house.bed.Hymenoptera (bees, wasps, ants).Megachilidae (leaf cutter & mason bees)",1,bed,Hymenoptera,"bees, wasps, ants",Megachilidae,leaf cutter & mason bees
"house.bed.Hymenoptera (bees, wasps, ants).Perilampidae (chalcid wasps)",1,bed,Hymenoptera,"bees, wasps, ants",Perilampidae,chalcid wasps
"house.bed.Hymenoptera (bees, wasps, ants).Platygastridae (parasitic wasps)",10,bed,Hymenoptera,"bees, wasps, ants",Platygastridae,parasitic wasps
"house.bed.Hymenoptera (bees, wasps, ants).Platygastridae (parasitic wasps) (parasitoid wasps)",2,bed,Hymenoptera,"bees, wasps, ants",Platygastridae,parasitic wasps
"house.bed.Hymenoptera (bees, wasps, ants).Pompilidae (spider wasps)",11,bed,Hymenoptera,"bees, wasps, ants",Pompilidae,spider wasps
"house.bed.Hymenoptera (bees, wasps, ants).Proctotrupidae (parasitic wasps)",1,bed,Hymenoptera,"bees, wasps, ants",Proctotrupidae,parasitic wasps
"house.bed.Hymenoptera (bees, wasps, ants).Pteromalidae (Pteromalid wasps)",6,bed,Hymenoptera,"bees, wasps, ants",Pteromalidae,Pteromalid wasps
"house.bed.Hymenoptera (bees, wasps, ants).Sphecidae (thread-waisted wasps)",6,bed,Hymenoptera,"bees, wasps, ants",Sphecidae,thread-waisted wasps
"house.bed.Hymenoptera (bees, wasps, ants).Torymidae (chalcid wasps)",2,bed,Hymenoptera,"bees, wasps, ants",Torymidae,chalcid wasps
"house.bed.Hymenoptera (bees, wasps, ants).Un ID family",1,bed,Hymenoptera,"bees, wasps, ants",Un ID family,
"house.bed.Hymenoptera (bees, wasps, ants).Vespidae (yellowjackets, etc)",4,bed,Hymenoptera,"bees, wasps, ants",Vespidae,"yellowjackets, etc"
"house.bed.Isopoda (woodlice, pillbugs, roly-poly's)",,bed,Isopoda,"woodlice, pillbugs, roly-poly's",,
"house.bed.Isopoda (woodlice, pillbugs, roly-poly's).Armadillidiidae (pillbugs)",32,bed,Isopoda,"woodlice, pillbugs, roly-poly's",Armadillidiidae,pillbugs
"house.bed.Isopoda (woodlice, pillbugs, roly-poly's).Porcellionidae (woodlice)",7,bed,Isopoda,"woodlice, pillbugs, roly-poly's",Porcellionidae,woodlice
"house.bed.Isopoda (woodlice, pillbugs, roly-poly's).Un ID family",1,bed,Isopoda,"woodlice, pillbugs, roly-poly's",Un ID family,
house.bed.Isoptera (termites),,bed,Isoptera,termites,,
house.bed.Isoptera (termites).Rhinotermitidae (subterranean termites),9,bed,Isoptera,termites,Rhinotermitidae,subterranean termites
house.bed.Julida (millipedes),,bed,Julida,millipedes,,
house.bed.Julida (millipedes).Julidae (millipedes),5,bed,Julida,millipedes,Julidae,millipedes
house.bed.Julida (millipedes).Un ID family,0,bed,Julida,millipedes,Un ID family,
"house.bed.Lepidoptera (moths, butterflies)",,bed,Lepidoptera,"moths, butterflies",,
"house.bed.Lepidoptera (moths, butterflies).Erebidae (moths)",1,bed,Lepidoptera,"moths, butterflies",Erebidae,moths
"house.bed.Lepidoptera (moths, butterflies).Gelechiidae (twirler moths)",1,bed,Lepidoptera,"moths, butterflies",Gelechiidae,twirler moths
"house.bed.Lepidoptera (moths, butterflies).Geometridae (geometrid moths)",3,bed,Lepidoptera,"moths, butterflies",Geometridae,geometrid moths
"house.bed.Lepidoptera (moths, butterflies).Noctuidae (owlet moths)",11,bed,Lepidoptera,"moths, butterflies",Noctuidae,owlet moths
"house.bed.Lepidoptera (moths, butterflies).Pyralidae (pyralid moths)",21,bed,Lepidoptera,"moths, butterflies",Pyralidae,pyralid moths
"house.bed.Lepidoptera (moths, butterflies).Tineidae (clothes moths)",20,bed,Lepidoptera,"moths, butterflies",Tineidae,clothes moths
"house.bed.Lepidoptera (moths, butterflies).Tortricidae (leafroller moths)",1,bed,Lepidoptera,"moths, butterflies",Tortricidae,leafroller moths
"house.bed.Lepidoptera (moths, butterflies).Un ID family",26,bed,Lepidoptera,"moths, butterflies",Un ID family,
house.bed.Lithobiomorpha (stone centipedes),,bed,Lithobiomorpha,stone centipedes,,
house.bed.Lithobiomorpha (stone centipedes).Lithobiidae (stone centipedes),3,bed,Lithobiomorpha,stone centipedes,Lithobiidae,stone centipedes
house.bed.Microcoryphia (bristletails),,bed,Microcoryphia,bristletails,,
house.bed.Microcoryphia (bristletails).Machilidae (jumping bristletails),2,bed,Microcoryphia,bristletails,Machilidae,jumping bristletails
house.bed.Microcoryphia (bristletails).Un ID family,1,bed,Microcoryphia,bristletails,Un ID family,
house.bed.Neuroptera (lacewings),,bed,Neuroptera,lacewings,,
house.bed.Neuroptera (lacewings).Chrysopidae (green lacewings),4,bed,Neuroptera,lacewings,Chrysopidae,green lacewings
house.bed.Neuroptera (lacewings).Coniopterygidae (dustywings),3,bed,Neuroptera,lacewings,Coniopterygidae,dustywings
house.bed.Neuroptera (lacewings).Myrmeleontidae (ant lions),1,bed,Neuroptera,lacewings,Myrmeleontidae,ant lions
house.bed.No specimens,,bed,No specimens,,,
house.bed.No specimens.No specimens,0,bed,No specimens,,No specimens,
house.bed.Opiliones (harvestmen),,bed,Opiliones,harvestmen,,
house.bed.Opiliones (harvestmen).Phalangiidae (harvestmen),1,bed,Opiliones,harvestmen,Phalangiidae,harvestmen
house.bed.Opiliones (harvestmen).Un ID family,3,bed,Opiliones,harvestmen,Un ID family,
"house.bed.Orthoptera (grasshoppers, etc)",,bed,Orthoptera,"grasshoppers, etc",,
"house.bed.Orthoptera (grasshoppers, etc).Gryllidae (crickets)",6,bed,Orthoptera,"grasshoppers, etc",Gryllidae,crickets
"house.bed.Orthoptera (grasshoppers, etc).Mogoplistidae (scaly crickets)",1,bed,Orthoptera,"grasshoppers, etc",Mogoplistidae,scaly crickets
"house.bed.Orthoptera (grasshoppers, etc).Rhaphidophoridae (camel crickets)",12,bed,Orthoptera,"grasshoppers, etc",Rhaphidophoridae,camel crickets
house.bed.Polydesmida (flat-backed millipedes),,bed,Polydesmida,flat-backed millipedes,,
house.bed.Polydesmida (flat-backed millipedes).Paradoxosomatidae (millipedes),16,bed,Polydesmida,flat-backed millipedes,Paradoxosomatidae,millipedes
house.bed.Polydesmida (flat-backed millipedes).Polydesmidae (flat-backed millipedes),2,bed,Polydesmida,flat-backed millipedes,Polydesmidae,flat-backed millipedes
house.bed.Polydesmida (flat-backed millipedes).Un ID family,4,bed,Polydesmida,flat-backed millipedes,Un ID family,
house.bed.Pseudoscorpiones (pseudoscorpions),,bed,Pseudoscorpiones,pseudoscorpions,,
house.bed.Pseudoscorpiones (pseudoscorpions).Un ID family,1,bed,Pseudoscorpiones,pseudoscorpions,Un ID family,
"house.bed.Psocodea (barklice, booklice, parasitic lice)",,bed,Psocodea,"barklice, booklice, parasitic lice",,
"house.bed.Psocodea (barklice, booklice, parasitic lice).Caeciliusidae (lizard barklice)",1,bed,Psocodea,"barklice, booklice, parasitic lice",Caeciliusidae,lizard barklice
"house.bed.Psocodea (barklice, booklice, parasitic lice).Ectopsocidae (outer barklice)",4,bed,Psocodea,"barklice, booklice, parasitic lice",Ectopsocidae,outer barklice
"house.bed.Psocodea (barklice, booklice, parasitic lice).Hemipsocidae (leaf litter barklice)",1,bed,Psocodea,"barklice, booklice, parasitic lice",Hemipsocidae,leaf litter barklice
"house.bed.Psocodea (barklice, booklice, parasitic lice).Lepidopsocidae (scaly winged barklice)",9,bed,Psocodea,"barklice, booklice, parasitic lice",Lepidopsocidae,scaly winged barklice
"house.bed.Psocodea (barklice, booklice, parasitic lice).Liposcelididae (booklice)",77,bed,Psocodea,"barklice, booklice, parasitic lice",Liposcelididae,booklice
"house.bed.Psocodea (barklice, booklice, parasitic lice).Mesopsocidae (middle barklice)",1,bed,Psocodea,"barklice, booklice, parasitic lice",Mesopsocidae,middle barklice
"house.bed.Psocodea (barklice, booklice, parasitic lice).Stenopsocidae (narrow barklice)",1,bed,Psocodea,"barklice, booklice, parasitic lice",Stenopsocidae,narrow barklice
"house.bed.Psocodea (barklice, booklice, parasitic lice).Un ID family",18,bed,Psocodea,"barklice, booklice, parasitic lice",Un ID family,
house.bed.Scolopendromorpha (tropical centipedes),,bed,Scolopendromorpha,tropical centipedes,,
house.bed.Scolopendromorpha (tropical centipedes).Scolopendridae (tropical centipedes),3,bed,Scolopendromorpha,tropical centipedes,Scolopendridae,tropical centipedes
house.bed.Scutigeromorpha (house centipedes),,bed,Scutigeromorpha,house centipedes,,
house.bed.Scutigeromorpha (house centipedes).Scutigeridae (house centipedes),11,bed,Scutigeromorpha,house centipedes,Scutigeridae,house centipedes
house.bed.Siphonaptera (fleas),,bed,Siphonaptera,fleas,,
house.bed.Siphonaptera (fleas).Pulicidae (fleas),2,bed,Siphonaptera,fleas,Pulicidae,fleas
house.bed.Thysanoptera (thrips),,bed,Thysanoptera,thrips,,
house.bed.Thysanoptera (thrips).Phlaeothripidae (tube tailed thrips),1,bed,Thysanoptera,thrips,Phlaeothripidae,tube tailed thrips
house.bed.Thysanoptera (thrips).Thripidae (thrips),4,bed,Thysanoptera,thrips,Thripidae,thrips
house.bed.Thysanoptera (thrips).Un ID family,5,bed,Thysanoptera,thrips,Un ID family,
house.bed.Trichoptera (caddisflies),,bed,Trichoptera,caddisflies,,
house.bed.Trichoptera (caddisflies).Hydropsychidae (netspinning caddisflies),1,bed,Trichoptera,caddisflies,Hydropsychidae,netspinning caddisflies
house.bed.Trichoptera (caddisflies).Un ID family,1,bed,Trichoptera,caddisflies,Un ID family,
house.bed.Zygentoma (silverfish),,bed,Zygentoma,silverfish,,
house.bed.Zygentoma (silverfish).Lepismatidae (silverfish),39,bed,Zygentoma,silverfish,Lepismatidae,silverfish
house.common,,common,,,,
"house.common.Acari (mites, ticks)",,common,Acari,"mites, ticks",,
"house.common.Acari (mites, ticks).Galumnidae (mites)",4,common,Acari,"mites, ticks",Galumnidae,mites
"house.common.Acari (mites, ticks).Ixodidae (hard ticks)",8,common,Acari,"mites, ticks",Ixodidae,hard ticks
"house.common.Acari (mites, ticks).Oribatida (moss mites)",13,common,Acari,"mites, ticks",Oribatida,moss mites
"house.common.Acari (mites, ticks).Trombidiidae (velvet mites)",1,common,Acari,"mites, ticks",Trombidiidae,velvet mites
"house.common.Acari (mites, ticks).Un ID family",41,common,Acari,"mites, ticks",Un ID family,
house.common.Araneae (spiders),,common,Araneae,spiders,,
house.common.Araneae (spiders).Agelenidae (funnel weavers),18,common,Araneae,spiders,Agelenidae,funnel weavers
house.common.Araneae (spiders).Anyphaenidae (ghost spiders),14,common,Araneae,spiders,Anyphaenidae,ghost spiders
house.common.Araneae (spiders).Araneidae (orb weavers),6,common,Araneae,spiders,Araneidae,orb weavers
house.common.Araneae (spiders).Clubionidae (sac spiders),4,common,Araneae,spiders,Clubionidae,sac spiders
"house.common.Araneae (spiders).Corinnidae (antmimics, ground spiders)",12,common,Araneae,spiders,Corinnidae,"antmimics, ground spiders"
"house.common.Araneae (spiders).Dysderidae (woodlouse hunters, cell spiders)",1,common,Araneae,spiders,Dysderidae,"woodlouse hunters, cell spiders"
house.common.Araneae (spiders).Filistatidae (crevice weavers),1,common,Araneae,spiders,Filistatidae,crevice weavers
house.common.Araneae (spiders).Gnaphosidae (ground spiders),26,common,Araneae,spiders,Gnaphosidae,ground spiders
house.common.Araneae (spiders).Linyphiidae (sheetweb & dwarf spiders),17,common,Araneae,spiders,Linyphiidae,sheetweb & dwarf spiders
house.common.Araneae (spiders).Lycosidae (wolf spiders),24,common,Araneae,spiders,Lycosidae,wolf spiders
house.common.Araneae (spiders).Miturgidae (prowling spiders),1,common,Araneae,spiders,Miturgidae,prowling spiders
house.common.Araneae (spiders).Oecobiidae (wall spiders),18,common,Araneae,spiders,Oecobiidae,wall spiders
house.common.Araneae (spiders).Oonopidae (goblin spiders),6,common,Araneae,spiders,Oonopidae,goblin spiders
house.common.Araneae (spiders).Pholcidae (cellar spiders),76,common,Araneae,spiders,Pholcidae,cellar spiders
house.common.Araneae (spiders).Salticidae (jumping spider),35,common,Araneae,spiders,Salticidae,jumping spider
house.common.Araneae (spiders).Scytodidae (spitting spider),5,common,Araneae,spiders,Scytodidae,spitting spider
house.common.Araneae (spiders).Tetragnathidae (long jawed orb weaver),1,common,Araneae,spiders,Tetragnathidae,long jawed orb weaver
house.common.Araneae (spiders).Theridiidae (cobweb spiders),221,common,Araneae,spiders,Theridiidae,cobweb spiders
house.common.Araneae (spiders).Thomisidae (crab spiders),10,common,Araneae,spiders,Thomisidae,crab spiders
house.common.Araneae (spiders).Un ID family,34,common,Araneae,spiders,Un ID family,
house.common.Blattodea (cockroaches),,common,Blattodea,cockroaches,,
house.common.Blattodea (cockroaches).Blattellidae (cockroaches),11,common,Blattodea,cockroaches,Blattellidae,cockroaches
house.common.Blattodea (cockroaches).Blattidae (cockroaches),50,common,Blattodea,cockroaches,Blattidae,cockroaches
house.common.Callipodida (crested millipedes),,common,Callipodida,crested millipedes,,
house.common.Callipodida (crested millipedes).Abacionidae (millipedes),3,common,Callipodida,crested millipedes,Abacionidae,millipedes
house.common.Coleoptera (beetles),,common,Coleoptera,beetles,,
house.common.Coleoptera (beetles).Aderidae (antlike leaf beetles),6,common,Coleoptera,beetles,Aderidae,antlike leaf beetles
house.common.Coleoptera (beetles).Anobiidae (death watch beetles),43,common,Coleoptera,beetles,Anobiidae,death watch beetles
house.common.Coleoptera (beetles).Anthicidae (antlike flower beetles),7,common,Coleoptera,beetles,Anthicidae,antlike flower beetles
house.common.Coleoptera (beetles).Anthribidae (fungus weevils),2,common,Coleoptera,beetles,Anthribidae,fungus weevils
house.common.Coleoptera (beetles).Biphyllidae (false skin beetles),1,common,Coleoptera,beetles,Biphyllidae,false skin beetles
house.common.Coleoptera (beetles).Bostrichidae (horned powder-post beetles),1,common,Coleoptera,beetles,Bostrichidae,horned powder-post beetles
house.common.Coleoptera (beetles).Cantharidae (soldier beetles),4,common,Coleoptera,beetles,Cantharidae,soldier beetles
house.common.Coleoptera (beetles).Carabidae (ground beetles),26,common,Coleoptera,beetles,Carabidae,ground beetles
house.common.Coleoptera (beetles).Cerambycidae (longhorned beetles),3,common,Coleoptera,beetles,Cerambycidae,longhorned beetles
house.common.Coleoptera (beetles).Chrysomelidae (leaf beetles),20,common,Coleoptera,beetles,Chrysomelidae,leaf beetles
house.common.Coleoptera (beetles).Clambidae (minute beetles),1,common,Coleoptera,beetles,Clambidae,minute beetles
house.common.Coleoptera (beetles).Cleridae (checkered beetles),3,common,Coleoptera,beetles,Cleridae,checkered beetles
house.common.Coleoptera (beetles).Coccinellidae (ladybugs),24,common,Coleoptera,beetles,Coccinellidae,ladybugs
house.common.Coleoptera (beetles).Corylophidae (minute hooded beetles),4,common,Coleoptera,beetles,Corylophidae,minute hooded beetles
house.common.Coleoptera (beetles).Cryptophagidae (silken fungus beetles),12,common,Coleoptera,beetles,Cryptophagidae,silken fungus beetles
house.common.Coleoptera (beetles).Curculionidae (snout & bark beetles),62,common,Coleoptera,beetles,Curculionidae,snout & bark beetles
house.common.Coleoptera (beetles).Dermestidae (carpet beetles),152,common,Coleoptera,beetles,Dermestidae,carpet beetles
